               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.021213,           0.0076165,            0.015324,             0.92331,             0.95118,             0.97577,             0.69462,            0.019142,            0.004483,           0.0075959,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026118,            0.008049,           0.0090225,             0.92287,             0.94413,              0.9496,              0.7715,            0.012125,           0.0041038,           0.0080398,           0.0068914,           0.0068914,           0.0068914
                 159,            0.021899,           0.0092669,           0.0084507,             0.92346,               0.941,             0.93745,             0.69372,            0.013717,           0.0043755,           0.0079717,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02091,           0.0080006,           0.0067545,             0.93174,             0.93228,             0.94952,             0.70131,            0.012697,           0.0043576,           0.0075742,           0.0068518,           0.0068518,           0.0068518
                 161,             0.01924,           0.0072617,           0.0084739,             0.93866,             0.97422,             0.99273,             0.81417,            0.013448,           0.0042717,           0.0054322,            0.006832,            0.006832,            0.006832
                 162,             0.02178,           0.0068912,           0.0065088,             0.94678,             0.97674,             0.99455,             0.77618,            0.013043,           0.0042087,           0.0050537,           0.0068122,           0.0068122,           0.0068122
                 163,            0.022664,           0.0080561,           0.0084387,             0.97225,             0.97674,             0.99407,             0.82899,            0.012141,           0.0042986,            0.004576,           0.0067924,           0.0067924,           0.0067924
                 164,            0.024133,           0.0068345,            0.015284,              0.9736,             0.97674,             0.99304,             0.77884,            0.012011,           0.0042389,           0.0044931,           0.0067726,           0.0067726,           0.0067726
                 165,            0.020368,           0.0086814,           0.0092487,             0.97217,             0.97674,             0.99309,             0.70963,            0.013625,             0.00422,           0.0045322,           0.0067528,           0.0067528,           0.0067528
                 166,             0.02371,           0.0094597,           0.0078383,              0.9694,             0.97674,             0.99407,             0.80744,            0.011453,           0.0041948,           0.0044569,            0.006733,            0.006733,            0.006733
                 167,            0.018414,           0.0065242,           0.0066452,             0.95449,             0.98738,             0.99405,             0.74994,            0.015688,            0.004463,            0.004488,           0.0067132,           0.0067132,           0.0067132
                 168,            0.026312,           0.0076091,           0.0072673,             0.95479,             0.98729,             0.99382,             0.81614,            0.012919,           0.0042577,            0.004592,           0.0066934,           0.0066934,           0.0066934
                 169,            0.018419,           0.0077542,           0.0096708,              0.9548,             0.98719,             0.99382,             0.83225,            0.010816,           0.0042169,           0.0045291,           0.0066736,           0.0066736,           0.0066736
                 170,            0.021298,           0.0071646,           0.0054187,             0.97113,             0.97674,             0.99361,             0.65898,            0.014939,           0.0045689,           0.0044393,           0.0066538,           0.0066538,           0.0066538
                 171,            0.019833,           0.0067887,           0.0060376,             0.97912,             0.97674,             0.99429,             0.79151,            0.012348,           0.0041749,           0.0044147,            0.006634,            0.006634,            0.006634
                 172,            0.022222,           0.0069281,           0.0058005,             0.97499,             0.97845,             0.99452,             0.78444,            0.014078,           0.0042949,           0.0044082,           0.0066142,           0.0066142,           0.0066142
                 173,            0.019577,           0.0070893,           0.0064461,             0.97498,             0.97697,             0.99452,             0.76676,            0.013987,           0.0041776,           0.0044141,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022818,           0.0077303,           0.0061737,             0.98237,             0.97705,               0.995,             0.84083,            0.010293,           0.0040648,           0.0043296,           0.0065746,           0.0065746,           0.0065746
                 175,            0.018329,            0.005997,           0.0046103,                   1,             0.97021,             0.99477,             0.73804,            0.017829,           0.0045256,           0.0042458,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026133,           0.0082741,           0.0076744,             0.99626,             0.96387,             0.99452,             0.83889,            0.011554,           0.0041885,           0.0042416,            0.006535,            0.006535,            0.006535
                 177,            0.018941,           0.0063721,            0.007336,                   1,             0.96416,             0.99474,             0.74347,            0.014582,           0.0044089,           0.0042401,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022579,           0.0066659,           0.0072347,                   1,              0.9677,               0.995,             0.82729,           0.0096891,           0.0040465,           0.0042497,           0.0064954,           0.0064954,           0.0064954
                 179,            0.020444,           0.0088027,           0.0069054,             0.99395,             0.97951,              0.9945,             0.78944,             0.01192,           0.0041432,           0.0048206,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022807,           0.0083562,            0.014474,                   1,              0.9697,             0.99474,             0.75482,            0.013493,           0.0042074,           0.0047191,           0.0064558,           0.0064558,           0.0064558
                 181,            0.019994,           0.0073074,            0.012032,             0.98851,             0.97674,             0.99455,             0.83679,            0.012514,           0.0041224,           0.0044867,            0.006436,            0.006436,            0.006436
                 182,            0.022116,           0.0078143,           0.0071965,                   1,             0.97132,             0.99456,             0.81239,            0.012189,           0.0041578,           0.0043088,           0.0064162,           0.0064162,           0.0064162
                 183,            0.019195,            0.006686,           0.0072193,                   1,             0.97222,               0.995,             0.79439,            0.011578,           0.0041933,           0.0040485,           0.0063964,           0.0063964,           0.0063964
                 184,             0.02211,           0.0070353,            0.006385,                   1,              0.9731,             0.99477,             0.85122,            0.010086,           0.0040711,            0.004084,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022102,           0.0068551,             0.01161,             0.97494,             0.97771,             0.99427,             0.81769,            0.011948,           0.0041551,            0.004408,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026384,             0.01156,           0.0078031,             0.97396,             0.97674,             0.99405,             0.76753,            0.012132,            0.004246,            0.004556,            0.006337,            0.006337,            0.006337
                 187,            0.020385,           0.0066912,            0.019089,             0.97384,             0.97674,             0.99382,             0.79023,            0.011078,           0.0041829,           0.0046877,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023277,           0.0079773,            0.014817,             0.97361,             0.97674,             0.99342,             0.77022,            0.013059,           0.0041321,           0.0047049,           0.0062974,           0.0062974,           0.0062974
                 189,            0.019305,           0.0076244,           0.0073706,             0.97351,             0.97674,             0.99342,             0.83112,            0.011226,           0.0040748,           0.0046104,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020271,           0.0069271,           0.0081122,             0.97354,             0.97674,             0.99382,             0.82425,            0.016303,           0.0045276,           0.0045503,           0.0062578,           0.0062578,           0.0062578
                 191,            0.021674,           0.0072614,           0.0062152,             0.97354,             0.97674,             0.99382,             0.80306,            0.012098,           0.0043662,           0.0043587,            0.006238,            0.006238,            0.006238
                 192,            0.023123,             0.00707,           0.0082139,              0.9734,             0.97674,             0.99382,             0.75332,            0.013483,           0.0043165,           0.0042169,           0.0062182,           0.0062182,           0.0062182
                 193,            0.019108,           0.0076291,           0.0061198,             0.98509,             0.96921,             0.99429,             0.80101,            0.011526,           0.0042679,           0.0040821,           0.0061984,           0.0061984,           0.0061984
                 194,            0.025874,            0.008385,           0.0097931,             0.98419,             0.96672,             0.99429,             0.80353,            0.012817,           0.0042761,           0.0039976,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020406,           0.0089592,           0.0085196,             0.98702,             0.97226,             0.99452,             0.74861,            0.013567,           0.0042415,           0.0040992,           0.0061588,           0.0061588,           0.0061588
                 196,            0.023117,           0.0074621,           0.0071291,             0.98696,              0.9712,             0.99452,             0.82745,           0.0095943,           0.0039586,            0.003905,            0.006139,            0.006139,            0.006139
                 197,            0.017781,           0.0084793,           0.0057843,             0.98694,             0.97076,             0.99452,             0.82305,            0.011386,           0.0041053,           0.0037552,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022715,            0.007171,           0.0065862,             0.98725,              0.9678,             0.99452,             0.83432,            0.010263,           0.0040281,           0.0036407,           0.0060994,           0.0060994,           0.0060994
                 199,            0.020025,           0.0082544,           0.0089776,             0.99568,             0.96778,             0.99452,              0.7847,            0.013395,           0.0041956,           0.0034338,           0.0060796,           0.0060796,           0.0060796
                 200,            0.021412,            0.007565,           0.0056203,             0.99222,             0.96359,             0.99429,             0.81183,             0.01161,           0.0040662,           0.0034339,           0.0060598,           0.0060598,           0.0060598
                 201,            0.017916,           0.0076596,           0.0066384,             0.99241,             0.96359,             0.99429,              0.8266,            0.012892,           0.0041136,           0.0033935,             0.00604,             0.00604,             0.00604
                 202,            0.021999,           0.0075072,           0.0069479,             0.99135,             0.96359,             0.99429,             0.80107,            0.011135,            0.004048,           0.0033901,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021864,           0.0077885,           0.0070943,             0.99642,             0.96995,             0.99452,             0.80191,             0.01191,           0.0040398,           0.0033071,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022497,           0.0087324,           0.0061601,                   1,             0.97905,             0.99477,             0.84736,           0.0097229,           0.0039478,           0.0033236,           0.0059806,           0.0059806,           0.0059806
                 205,             0.01826,            0.007233,           0.0043441,             0.99526,             0.96741,             0.99452,             0.85448,            0.010977,           0.0038712,           0.0033063,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021086,           0.0068502,            0.015462,             0.99489,             0.96462,             0.99452,             0.82614,            0.010351,           0.0038571,           0.0034357,            0.005941,            0.005941,            0.005941
                 207,            0.017624,           0.0067993,           0.0086883,             0.97571,             0.96121,             0.99342,              0.8648,            0.010627,           0.0040011,           0.0034877,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022215,           0.0083628,           0.0066088,             0.98393,             0.95167,             0.99381,             0.75002,            0.012384,           0.0041469,           0.0034331,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022498,           0.0078268,             0.00655,              0.9597,                   1,             0.99429,             0.81065,            0.011491,           0.0040047,           0.0030959,           0.0058816,           0.0058816,           0.0058816
                 210,            0.026621,           0.0096615,            0.010507,             0.96198,                   1,             0.99429,             0.84192,            0.011102,           0.0039755,           0.0031069,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019355,           0.0071603,           0.0068332,             0.95409,                   1,             0.99405,             0.80247,             0.01239,           0.0043181,           0.0033095,            0.005842,            0.005842,            0.005842
                 212,            0.021923,           0.0094958,           0.0093602,             0.98712,             0.96359,             0.99405,             0.81559,            0.011701,           0.0042218,           0.0035376,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02092,           0.0067669,            0.012903,             0.98577,             0.96359,             0.99429,             0.81729,            0.013507,           0.0042576,           0.0036216,           0.0058024,           0.0058024,           0.0058024
                 214,            0.020982,           0.0079544,           0.0065045,             0.99789,             0.97457,             0.99455,             0.84894,           0.0093094,           0.0039605,           0.0034871,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022477,           0.0078569,           0.0074049,              0.9893,             0.97829,             0.99477,             0.81017,            0.011824,           0.0041512,           0.0036135,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021192,           0.0073552,           0.0064153,                   1,             0.97792,             0.99477,             0.82544,            0.011287,           0.0039983,           0.0036764,            0.005743,            0.005743,            0.005743
                 217,            0.017672,           0.0074247,            0.005817,             0.99433,             0.97793,             0.99477,             0.83215,            0.011494,           0.0041366,           0.0037404,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022248,           0.0074448,            0.017279,                   1,             0.97719,             0.99477,             0.83355,           0.0089117,           0.0039902,           0.0035712,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017753,           0.0081767,           0.0067248,                   1,             0.97485,             0.99477,             0.82618,            0.010389,           0.0040013,           0.0032577,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024168,           0.0093027,           0.0065431,                   1,             0.97589,             0.99477,             0.78326,            0.012823,           0.0040516,           0.0031588,           0.0056638,           0.0056638,           0.0056638
                 221,            0.019851,           0.0067889,           0.0062959,                   1,             0.98454,             0.99477,             0.85174,           0.0094507,           0.0037963,            0.002925,            0.005644,            0.005644,            0.005644
                 222,            0.017834,           0.0061501,           0.0050678,                   1,             0.98033,             0.99477,             0.82598,            0.011241,           0.0039923,           0.0029565,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021043,           0.0059108,           0.0070536,                   1,             0.97416,             0.99477,             0.84818,            0.011642,           0.0039508,           0.0031771,           0.0056044,           0.0056044,           0.0056044
                 224,            0.021403,           0.0067075,           0.0079241,             0.99497,             0.96572,             0.99452,             0.82905,            0.010734,           0.0038973,           0.0032122,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020378,           0.0091964,           0.0069101,             0.99521,             0.96673,             0.99452,             0.82478,            0.011817,           0.0040323,           0.0033013,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020746,             0.00709,           0.0059065,              0.9955,             0.96709,             0.99452,             0.80152,            0.010184,           0.0041319,           0.0033498,            0.005545,            0.005545,            0.005545
                 227,             0.01787,           0.0066682,           0.0086359,             0.98689,               0.968,             0.99452,             0.77154,            0.013231,           0.0043949,           0.0036869,           0.0055252,           0.0055252,           0.0055252
                 228,             0.02131,           0.0070784,           0.0060882,             0.98689,             0.96813,             0.99452,             0.86004,           0.0097017,           0.0041043,           0.0036618,           0.0055054,           0.0055054,           0.0055054
                 229,            0.016846,           0.0070855,           0.0087371,             0.98717,             0.98109,             0.99452,             0.83378,             0.01135,           0.0041964,           0.0035043,           0.0054856,           0.0054856,           0.0054856
                 230,             0.01832,            0.007122,           0.0051727,             0.98713,             0.98028,             0.99452,             0.82043,            0.010058,           0.0040965,            0.003463,           0.0054658,           0.0054658,           0.0054658
                 231,            0.017114,           0.0064467,           0.0066611,             0.98708,             0.98174,             0.99452,             0.82316,            0.010124,           0.0040452,           0.0033488,            0.005446,            0.005446,            0.005446
                 232,            0.018599,           0.0077385,           0.0059858,              0.9633,             0.99466,             0.99429,             0.85816,           0.0088543,           0.0038916,           0.0033097,           0.0054262,           0.0054262,           0.0054262
                 233,            0.018437,           0.0061742,             0.00681,             0.96571,             0.99539,             0.99429,             0.85088,            0.011505,           0.0039686,           0.0032654,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020321,           0.0061855,           0.0077298,              0.9757,             0.99529,             0.99429,             0.86962,           0.0085837,           0.0038139,           0.0032466,           0.0053866,           0.0053866,           0.0053866
                 235,            0.015661,           0.0064733,           0.0053966,             0.97565,             0.97934,             0.99405,              0.8613,            0.010967,           0.0037607,           0.0031898,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021204,           0.0075727,            0.019792,             0.97619,             0.97938,             0.99405,             0.85581,           0.0091189,           0.0037534,           0.0031656,            0.005347,            0.005347,            0.005347
                 237,            0.018434,           0.0066172,           0.0052245,             0.98016,             0.98384,             0.99405,             0.85881,           0.0094568,           0.0037289,           0.0031579,           0.0053272,           0.0053272,           0.0053272
                 238,            0.021054,           0.0067988,           0.0063298,             0.98407,             0.98408,             0.99405,             0.75752,            0.010929,            0.003864,           0.0032116,           0.0053074,           0.0053074,           0.0053074
                 239,            0.015767,           0.0063024,           0.0064306,             0.98623,             0.98584,             0.99405,             0.85744,           0.0091118,           0.0037933,           0.0031849,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020488,            0.006468,            0.006331,             0.98588,             0.98467,             0.99405,             0.80061,            0.012749,           0.0039384,            0.003145,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020156,           0.0060231,           0.0054726,             0.98551,             0.98572,             0.99405,             0.88601,           0.0083337,           0.0036619,           0.0032739,            0.005248,            0.005248,            0.005248
                 242,            0.016536,           0.0055523,           0.0045343,             0.98635,             0.98528,             0.99452,             0.76834,            0.011468,           0.0038725,           0.0031065,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01944,           0.0068035,           0.0058852,             0.98713,             0.98227,             0.99452,             0.87402,           0.0092413,           0.0038522,           0.0031816,           0.0052084,           0.0052084,           0.0052084
                 244,             0.01922,           0.0060374,           0.0073802,             0.98713,             0.98024,             0.99452,             0.80097,           0.0091011,           0.0039437,           0.0032574,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017449,           0.0062408,            0.014796,             0.98707,             0.98354,             0.99452,             0.84928,           0.0092701,           0.0039154,           0.0029607,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020209,           0.0080058,           0.0071778,             0.98638,             0.98396,             0.99452,             0.80928,            0.011923,           0.0039778,           0.0029149,            0.005149,            0.005149,            0.005149
                 247,            0.021086,           0.0091361,           0.0079358,             0.99901,             0.97356,             0.99452,             0.85902,           0.0080278,           0.0037018,           0.0029205,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02127,           0.0077534,           0.0082543,             0.99327,             0.97521,             0.99452,             0.82315,            0.010052,            0.003845,           0.0029594,           0.0051094,           0.0051094,           0.0051094
                 249,            0.016989,           0.0063211,           0.0055352,             0.98328,             0.98684,             0.99452,             0.82861,           0.0097018,           0.0037867,           0.0031449,           0.0050896,           0.0050896,           0.0050896
                 250,            0.015954,           0.0062506,           0.0060239,             0.98389,             0.98684,             0.99452,             0.81781,           0.0099403,           0.0037506,           0.0031295,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019364,           0.0067187,           0.0072202,             0.99679,             0.97481,             0.99452,             0.83088,            0.012173,           0.0039027,           0.0029484,             0.00505,             0.00505,             0.00505
                 252,            0.019306,           0.0074377,           0.0055176,             0.98721,             0.97521,             0.99452,             0.86176,           0.0090791,           0.0036629,            0.002965,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017849,           0.0070603,           0.0070589,             0.99608,             0.97355,             0.99452,             0.86425,           0.0095339,           0.0037097,           0.0028776,           0.0050104,           0.0050104,           0.0050104
                 254,             0.01842,           0.0065021,            0.004681,             0.99608,             0.97309,             0.99452,              0.8478,            0.010159,            0.003745,           0.0028367,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018804,           0.0074638,           0.0066083,             0.99642,             0.97258,             0.99452,             0.79137,            0.013079,           0.0041078,           0.0027573,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022693,           0.0083094,           0.0059243,             0.99668,             0.97434,             0.99474,             0.80341,           0.0098886,           0.0039975,           0.0027384,            0.004951,            0.004951,            0.004951
                 257,            0.020301,           0.0096821,           0.0061385,              0.9978,             0.97425,             0.99452,             0.84235,           0.0088994,           0.0038377,           0.0027046,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018826,           0.0063707,           0.0053637,             0.99483,             0.97521,             0.99452,             0.85132,             0.01156,           0.0039643,           0.0027017,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019097,           0.0068982,           0.0052079,              0.9803,             0.98684,             0.99452,             0.83733,            0.011436,           0.0039367,           0.0028988,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019445,            0.006886,              0.0063,             0.97855,             0.98684,             0.99452,             0.86212,           0.0088802,             0.00375,           0.0031233,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017503,            0.008132,            0.005787,             0.97578,              0.9811,             0.99452,             0.86472,            0.009358,           0.0037247,           0.0032375,            0.004852,            0.004852,            0.004852
                 262,            0.018215,           0.0085114,           0.0053701,             0.95882,             0.98684,             0.99452,             0.85729,            0.010407,           0.0038678,           0.0035713,           0.0048322,           0.0048322,           0.0048322
                 263,            0.020207,           0.0078492,           0.0064166,             0.95654,             0.98684,             0.99452,             0.83143,            0.010973,           0.0038949,           0.0036645,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018844,           0.0075949,           0.0045357,             0.97381,             0.98827,             0.99477,             0.87971,           0.0087665,           0.0036642,           0.0031402,           0.0047926,           0.0047926,           0.0047926
                 265,            0.016537,            0.008599,           0.0065846,             0.98245,             0.98853,             0.99477,             0.83536,            0.010257,            0.003754,           0.0029341,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018798,            0.006826,           0.0052539,             0.97675,             0.98853,             0.99477,              0.8462,           0.0097762,            0.003761,           0.0031673,            0.004753,            0.004753,            0.004753
                 267,            0.016011,           0.0062023,           0.0052162,             0.95714,             0.98684,             0.99452,              0.8307,           0.0099752,           0.0038319,           0.0036912,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018879,           0.0071077,           0.0047304,              0.9603,             0.98684,             0.99452,              0.8446,            0.010364,           0.0038462,           0.0035785,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017024,           0.0078608,           0.0047391,             0.94357,             0.98684,             0.99452,             0.75993,            0.012379,           0.0041062,           0.0041568,           0.0046936,           0.0046936,           0.0046936
                 270,            0.021756,           0.0084817,           0.0049366,             0.94814,             0.98684,             0.99452,              0.8439,           0.0089105,           0.0039129,           0.0039617,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01619,           0.0070618,           0.0060216,             0.93178,             0.98684,             0.99452,             0.86183,           0.0085513,           0.0038476,            0.005031,            0.004654,            0.004654,            0.004654
                 272,            0.021198,           0.0077658,           0.0085871,             0.92785,             0.98684,             0.99429,             0.84125,            0.011476,           0.0040382,           0.0053853,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017641,           0.0067049,           0.0063458,             0.92994,             0.98684,             0.99429,             0.86897,           0.0082508,            0.003786,           0.0052891,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017227,            0.005794,           0.0055206,             0.93672,             0.98684,             0.99429,             0.84517,           0.0093802,           0.0039022,           0.0049329,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017824,            0.008084,           0.0059225,             0.97732,             0.98533,             0.99452,             0.84604,           0.0093172,           0.0040247,           0.0035181,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017619,           0.0062803,           0.0053649,             0.97795,             0.98577,             0.99452,              0.8557,           0.0096258,           0.0039597,           0.0034759,            0.004555,            0.004555,            0.004555
                 277,            0.017223,           0.0067009,           0.0048609,              0.9782,             0.98602,             0.99452,             0.84192,           0.0096541,            0.003877,           0.0034123,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018946,           0.0073427,           0.0054731,             0.97694,             0.98509,             0.99429,             0.86497,           0.0090605,           0.0038587,           0.0034618,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015542,            0.007474,           0.0045003,             0.96704,             0.97727,             0.99429,             0.86565,           0.0094425,           0.0038221,           0.0036674,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018637,           0.0081364,           0.0042803,             0.97921,             0.98684,             0.99429,             0.83172,           0.0095306,           0.0039225,           0.0033691,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016725,           0.0082616,           0.0045732,              0.9861,             0.98684,             0.99429,             0.87865,           0.0080325,           0.0037071,           0.0028121,            0.004456,            0.004456,            0.004456
                 282,            0.018334,           0.0070949,             0.00654,             0.98485,             0.98684,             0.99429,             0.84567,           0.0094257,           0.0038917,           0.0029205,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017621,           0.0062944,           0.0052605,             0.97897,             0.98684,             0.99429,             0.82341,            0.011554,            0.003975,           0.0033657,           0.0044164,           0.0044164,           0.0044164
                 284,             0.01625,           0.0060577,           0.0042865,              0.9615,             0.98684,             0.99429,             0.87241,            0.008176,           0.0037162,           0.0036078,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015693,           0.0062803,           0.0067814,             0.97645,             0.98684,             0.99429,             0.82556,           0.0093838,           0.0039159,           0.0033668,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017644,           0.0065117,           0.0048942,             0.98031,             0.98684,             0.99429,             0.86229,           0.0078584,           0.0036579,           0.0032167,            0.004357,            0.004357,            0.004357
                 287,            0.014393,           0.0064602,           0.0061164,             0.98022,             0.98684,             0.99429,             0.85461,           0.0092348,            0.003707,           0.0024325,           0.0043372,           0.0043372,           0.0043372
                 288,              0.0186,           0.0064136,            0.004676,             0.97432,             0.99416,             0.99452,             0.83157,           0.0095671,           0.0037318,           0.0024252,           0.0043174,           0.0043174,           0.0043174
                 289,            0.015862,            0.006141,           0.0061189,             0.97557,              0.9915,             0.99474,             0.85517,           0.0090206,           0.0036538,           0.0024299,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016814,           0.0066681,           0.0068494,             0.97489,                   1,             0.99474,             0.85081,           0.0091112,           0.0037058,           0.0024543,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01729,           0.0054227,           0.0053909,             0.97763,             0.99496,             0.99474,             0.82974,           0.0097727,           0.0037082,            0.002451,            0.004258,            0.004258,            0.004258
                 292,            0.018581,           0.0082406,           0.0058329,             0.99094,             0.97476,             0.99474,             0.86195,           0.0078651,           0.0036272,           0.0024249,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016311,           0.0066778,            0.005244,             0.99314,             0.97419,             0.99474,             0.85138,           0.0082374,            0.003659,            0.002491,           0.0042184,           0.0042184,           0.0042184
                 294,             0.01664,           0.0058873,           0.0056226,             0.99292,             0.97405,             0.99474,             0.87157,           0.0092162,           0.0037106,           0.0024841,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017614,            0.006852,           0.0053881,             0.97494,             0.98756,             0.99474,             0.84778,           0.0084648,            0.003619,           0.0025432,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018363,           0.0089575,           0.0063888,                   1,             0.97511,               0.995,             0.86448,           0.0078056,           0.0035668,           0.0027417,            0.004159,            0.004159,            0.004159
                 297,             0.01543,           0.0054742,           0.0055682,                   1,               0.975,               0.995,             0.87801,           0.0078458,           0.0035957,           0.0028208,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016602,           0.0061176,           0.0044698,                   1,             0.97641,               0.995,             0.86289,           0.0095133,           0.0036997,           0.0027005,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016534,           0.0064446,           0.0039944,                   1,             0.97767,               0.995,             0.87959,            0.007482,           0.0035586,           0.0026636,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019966,            0.007936,           0.0057266,                   1,             0.97821,               0.995,             0.86068,            0.009885,           0.0037059,           0.0026738,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016453,            0.007305,           0.0055725,             0.99969,             0.98014,               0.995,             0.88179,           0.0079357,           0.0036401,            0.002568,             0.00406,             0.00406,             0.00406
                 302,            0.015096,           0.0061921,           0.0056964,             0.99825,             0.99969,               0.995,             0.87593,           0.0098093,           0.0037153,           0.0022512,           0.0040402,           0.0040402,           0.0040402
                 303,            0.015032,           0.0057248,           0.0072695,             0.98232,             0.99876,               0.995,             0.88588,           0.0086089,           0.0037675,           0.0023317,           0.0040204,           0.0040204,           0.0040204
                 304,            0.018038,           0.0072241,           0.0065505,             0.97959,              0.9988,               0.995,             0.86879,           0.0084917,            0.003722,           0.0024988,           0.0040006,           0.0040006,           0.0040006
                 305,            0.016395,           0.0059011,           0.0039025,             0.98019,             0.99892,               0.995,             0.85319,           0.0091327,           0.0038525,           0.0024854,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017318,           0.0063681,            0.007047,              0.9802,             0.99896,               0.995,             0.86907,            0.009045,           0.0038081,           0.0025035,            0.003961,            0.003961,            0.003961
                 307,            0.016744,           0.0072396,           0.0060226,             0.98095,             0.99898,               0.995,              0.8593,            0.009889,           0.0038767,           0.0023803,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016534,           0.0058906,           0.0046353,             0.98118,             0.99896,               0.995,             0.85494,           0.0082179,           0.0037373,             0.00233,           0.0039214,           0.0039214,           0.0039214
                 309,            0.014689,           0.0062588,           0.0044409,             0.98064,             0.99897,               0.995,             0.84948,           0.0089188,           0.0037271,            0.002346,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016243,           0.0058357,           0.0046728,             0.97991,             0.99897,               0.995,             0.85771,           0.0082893,           0.0036807,           0.0023795,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017061,           0.0082548,            0.012366,             0.97862,             0.99823,               0.995,             0.88065,           0.0081853,           0.0036477,           0.0024625,            0.003862,            0.003862,            0.003862
                 312,            0.019033,           0.0079154,           0.0049504,             0.97868,             0.99897,               0.995,             0.88124,           0.0077158,           0.0035908,           0.0024217,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016364,            0.007787,           0.0045966,             0.98178,             0.99889,               0.995,             0.85795,           0.0084359,           0.0036599,           0.0022142,           0.0038224,           0.0038224,           0.0038224
                 314,            0.017242,           0.0062036,            0.010491,             0.98265,             0.99886,               0.995,             0.85218,           0.0084362,           0.0036832,           0.0021666,           0.0038026,           0.0038026,           0.0038026
